config_hash,experiment,source,target,classifier,strategy,seed,budget,run_type,macro_f1,accuracy,n_source_train,n_target_labeled,n_target_val,n_pseudo,chosen_C,val_score,tuning,fit_seconds
27139c325d,pilot,electronics,books,logreg,self_training,1,250,target_only,0.9623529411764706,0.9625,0,250,0,249,0.1,0.9678969386834556,budget_cv,0.042
27139c325d,pilot,electronics,books,logreg,self_training,1,500,transfer,0.9548507252102263,0.955,2000,500,0,249,10.0,0.9639361181400684,budget_cv,0.137
27139c325d,pilot,electronics,books,logreg,self_training,1,500,target_only,0.9623529411764706,0.9625,0,500,0,249,0.1,0.9679167527268794,budget_cv,0.045
27139c325d,pilot,electronics,books,logreg,self_training,2,0,uda_self_training,0.31798806479113384,0.46625,2000,0,0,249,0.1,0.9679994879918079,source_val_fallback,0.039
27139c325d,pilot,electronics,books,logreg,self_training,2,50,transfer,0.9598786328644149,0.96,2000,50,0,249,10.0,0.9585245164192533,budget_cv,0.113
27139c325d,pilot,electronics,books,logreg,self_training,2,50,target_only,0.9611040795233368,0.96125,0,50,0,249,0.1,1.0,budget_cv,0.034
27139c325d,pilot,electronics,books,logreg,self_training,2,100,transfer,0.8042431867946243,0.80625,2000,100,0,249,1.0,0.9299718119571061,budget_cv,0.115
27139c325d,pilot,electronics,books,logreg,self_training,2,100,target_only,0.9661229079719384,0.96625,0,100,0,249,0.1,0.9295131672740782,budget_cv,0.039
27139c325d,pilot,electronics,books,logreg,self_training,2,250,transfer,0.9561232372902339,0.95625,2000,250,0,249,1.0,0.9600025509950676,budget_cv,0.122
27139c325d,pilot,electronics,books,logreg,self_training,2,250,target_only,0.964851497577264,0.965,0,250,0,249,0.1,0.9559841545288309,budget_cv,0.046
27139c325d,pilot,electronics,books,logreg,self_training,2,500,transfer,0.9648735447611401,0.965,2000,500,0,249,1.0,0.9559792164640125,budget_cv,0.128
27139c325d,pilot,electronics,books,logreg,self_training,2,500,target_only,0.9661122781805431,0.96625,0,500,0,249,0.1,0.957955032068538,budget_cv,0.047
